Na_pct,Mg_pct,Al_pct,Si_pct,P_pct,S_pct,K_pct,Ca_pct,Ti_pct,Mn_ppm,Fe_pct,Ba_ppm,V _ppm,Cr_ppm,Co_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Ga_ppm,As_ppm,Pb_ppm,Se_ppm,Th_ppm,Rb_ppm,U_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm
0.08,0.04,0.015,0.006,0.003,0.002,0.0025,0.08,0.003,30,0.002,111,30,40,1,5,5,6,6,4,25,6,2,5,10,5,5,5,5,6
